text,category
"As I double checked that I have the correct account details that i submitted , they're right for sure. Transfer is still pending so far.",Payment_Industry
How long until transfers complete?,Payment_Industry
My money transfer has not yet occurred,Payment_Industry
My transfer is still pending,Payment_Industry
Will my transfer be done soon?,Payment_Industry
"How long do you expect me to wait for the transfer? It finally worked out, but has been pending for a long time and it's quite urgent.",Payment_Industry
"My transfer is quite urgent, and finally worked out, but I've been waiting for it for quite some time. Can you tell me how long to expect to wait for it?",Payment_Industry
My transfer still says pending,Payment_Industry
"I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet. How long do EU transfers actually take?",Payment_Industry
The transfer was accepted but now it's stuck on pending. When will it go through?,Payment_Industry
I have not seen any changes in my account balance(s) after making a transfer.,Payment_Industry
I have an outgoing transaction,Payment_Industry
"How long does a transfer to another country normally take? I check over and over again and see that my transfer is still pending. It's 2018, nothing should take this long. I have confirmed my account information, so there is no error. What is the hold up?",Payment_Industry
I have a pending transaction,Payment_Industry
How long is the wait for a money transfer to post?,Payment_Industry
My money transfer hasn't appeared yet.,Payment_Industry
Why is my transfer still pending after all this time?,Payment_Industry
why have I got a pending transfer? I'm confused!!,Payment_Industry
It seems like a transfer is pending.,Payment_Industry
How long will my transfer stay pending?,Payment_Industry
How long will the transfer take?,Payment_Industry
How long does it take for pending to go through,Payment_Industry
the transfer went through but now it has been pending for quite a while. i need this to go through already,Payment_Industry
"I've been waiting for a pending transfer to go through for a while now, and don't see any reason why I've been waiting this long.  I know that I have the correct account details, so that isn't the problem.",Payment_Industry
I am still waiting for a transfer to show up,Payment_Industry
"My transfer is still pending, why?",Payment_Industry
"Hey I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It's not that difficult to transfer money to another country in 2018 is it?",Payment_Industry
A transfer is pending.,Payment_Industry
Why isn't my pending transfer finished?,Payment_Industry
A transfer to my account shows as still pending and I wanted to know how long it is suppose to take to clear.,Payment_Industry
Is my transfer pending?,Payment_Industry
I did a transfer but its still pending,Payment_Industry
How come I have pending transfers?,Payment_Industry
I recently purchased something and the seller says my money has not arrived yet. It was in EU's. How long does this take?,Payment_Industry
Could you please help me figure out why the seller has not received their money after I sent it.,Payment_Industry
"How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet.",Payment_Industry
"How long do EU transfers take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",Payment_Industry
"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",Payment_Industry
My transfer hasn't appeared yet,Payment_Industry
